,Label,auroc_train,accuracy_train,specificity_train,sensitivity_train (recall),precision_train,PPV_train,NPV_train,auroc_test,accuracy_test,specificity_test,sensitivity_test (recall),precision_test,PPV_test,NPV_test
0,Logistic regression,0.9868913857677903,0.9761904761904762,0.9737827715355806,1.0,0.7941176470588235,0.7941176470588235,0.9737827715355806,0.9888888888888888,0.9797979797979798,0.9777777777777777,1.0,0.8181818181818182,0.8181818181818182,0.9777777777777777
